interaction_id,team_id,employee_1,employee_2,interaction_type,date,duration_minutes,quality_score
INT001665,TEAM037,EMP0108,EMP0098,Pair Programming,2025-09-03,6,5.0
INT001666,TEAM037,EMP0108,EMP0098,Discussion,2025-11-02,21,5.2
INT001667,TEAM037,EMP0108,EMP0098,Pair Programming,2025-10-07,11,5.8
INT001668,TEAM037,EMP0136,EMP0098,Mentoring,2025-06-13,10,7.7
INT001669,TEAM037,EMP0136,EMP0098,Collaboration,2025-05-25,27,7.0
INT001670,TEAM037,EMP0136,EMP0098,Brainstorming,2025-09-24,27,6.5
INT001671,TEAM037,EMP0136,EMP0098,Pair Programming,2025-08-27,13,6.6
INT001672,TEAM037,EMP0136,EMP0098,Mentoring,2025-08-16,50,7.6
INT001673,TEAM037,EMP0136,EMP0098,Discussion,2025-06-30,9,8.2
INT001674,TEAM037,EMP0136,EMP0098,Meeting,2025-07-16,46,9.1
INT001675,TEAM037,EMP0136,EMP0215,Discussion,2025-08-26,20,7.7
INT001676,TEAM037,EMP0136,EMP0215,Code Review,2025-05-30,48,6.2
INT001677,TEAM037,EMP0136,EMP0215,Mentoring,2025-09-26,54,7.7
INT001678,TEAM037,EMP0136,EMP0215,Discussion,2025-08-13,12,7.6
INT001679,TEAM037,EMP0129,EMP0215,Meeting,2025-10-20,22,7.5
INT001680,TEAM037,EMP0129,EMP0215,Pair Programming,2025-09-27,5,8.4
INT001681,TEAM037,EMP0098,EMP0215,Mentoring,2025-08-18,43,8.9
INT001682,TEAM037,EMP0098,EMP0215,Mentoring,2025-08-25,45,6.3
INT001683,TEAM037,EMP0098,EMP0215,Collaboration,2025-08-31,19,6.3
INT001684,TEAM038,EMP0239,EMP0400,Brainstorming,2025-07-17,6,7.2
INT001685,TEAM038,EMP0239,EMP0400,Mentoring,2025-08-07,63,8.6
INT001686,TEAM038,EMP0239,EMP0400,Collaboration,2025-06-10,12,5.0
INT001687,TEAM038,EMP0239,EMP0400,Discussion,2025-07-15,16,4.0
INT001688,TEAM038,EMP0239,EMP0400,Code Review,2025-09-26,18,8.7
INT001689,TEAM039,EMP0332,EMP0420,Mentoring,2025-09-08,22,4.2
INT001690,TEAM039,EMP0332,EMP0420,Mentoring,2025-09-04,68,5.2
INT001691,TEAM039,EMP0332,EMP0420,Mentoring,2025-05-12,62,6.2
INT001692,TEAM039,EMP0332,EMP0095,Discussion,2025-09-26,17,6.8
INT001693,TEAM039,EMP0332,EMP0095,Meeting,2025-10-12,38,7.5
INT001694,TEAM039,EMP0420,EMP0095,Collaboration,2025-07-09,25,6.6
INT001695,TEAM039,EMP0420,EMP0095,Meeting,2025-10-25,19,8.7
INT001696,TEAM039,EMP0420,EMP0095,Collaboration,2025-07-29,16,7.5
INT001697,TEAM039,EMP0420,EMP0095,Meeting,2025-10-17,42,5.1
INT001698,TEAM040,EMP0050,EMP0376,Meeting,2025-09-29,64,6.0
INT001699,TEAM040,EMP0050,EMP0376,Discussion,2025-05-24,11,7.6
INT001700,TEAM040,EMP0050,EMP0212,Mentoring,2025-09-05,24,8.1
INT001701,TEAM040,EMP0050,EMP0212,Discussion,2025-08-27,3,5.4
INT001702,TEAM040,EMP0050,EMP0212,Code Review,2025-05-31,91,8.7
INT001703,TEAM040,EMP0050,EMP0212,Collaboration,2025-10-05,10,7.7
INT001704,TEAM040,EMP0050,EMP0212,Meeting,2025-09-25,15,6.7
INT001705,TEAM040,EMP0050,EMP0212,Mentoring,2025-10-30,42,5.9
INT001706,TEAM040,EMP0050,EMP0256,Brainstorming,2025-08-16,15,4.4
INT001707,TEAM040,EMP0050,EMP0256,Discussion,2025-07-09,26,7.8
INT001708,TEAM040,EMP0050,EMP0256,Pair Programming,2025-06-22,10,7.7
INT001709,TEAM040,EMP0050,EMP0256,Discussion,2025-06-20,20,6.7
INT001710,TEAM040,EMP0050,EMP0447,Collaboration,2025-05-13,5,7.7
INT001711,TEAM040,EMP0050,EMP0137,Discussion,2025-06-08,14,6.7
INT001712,TEAM040,EMP0050,EMP0137,Mentoring,2025-05-30,98,6.0
INT001713,TEAM040,EMP0050,EMP0137,Collaboration,2025-05-29,33,8.3
INT001714,TEAM040,EMP0050,EMP0137,Collaboration,2025-07-19,46,6.4
INT001715,TEAM040,EMP0050,EMP0137,Mentoring,2025-05-28,43,8.6
INT001716,TEAM040,EMP0050,EMP0137,Pair Programming,2025-06-24,28,3.9
INT001717,TEAM040,EMP0050,EMP0115,Brainstorming,2025-09-10,6,9.0
INT001718,TEAM040,EMP0050,EMP0278,Pair Programming,2025-08-21,7,8.2
INT001719,TEAM040,EMP0050,EMP0192,Pair Programming,2025-09-29,28,7.7
INT001720,TEAM040,EMP0050,EMP0192,Meeting,2025-11-05,21,8.3
INT001721,TEAM040,EMP0050,EMP0192,Brainstorming,2025-06-27,11,5.2
INT001722,TEAM040,EMP0050,EMP0192,Pair Programming,2025-10-04,12,7.0
INT001723,TEAM040,EMP0050,EMP0192,Discussion,2025-08-26,19,5.1
INT001724,TEAM040,EMP0050,EMP0192,Meeting,2025-06-24,79,7.9
INT001725,TEAM040,EMP0050,EMP0192,Discussion,2025-05-15,11,6.2
INT001726,TEAM040,EMP0050,EMP0192,Pair Programming,2025-07-08,12,4.3
INT001727,TEAM040,EMP0050,EMP0192,Brainstorming,2025-11-05,19,8.6
INT001728,TEAM040,EMP0050,EMP0192,Brainstorming,2025-07-20,9,8.5
INT001729,TEAM040,EMP0050,EMP0192,Collaboration,2025-08-25,18,8.0
INT001730,TEAM040,EMP0050,EMP0274,Collaboration,2025-11-06,12,7.5
INT001731,TEAM040,EMP0050,EMP0274,Code Review,2025-08-04,24,7.2
INT001732,TEAM040,EMP0050,EMP0274,Collaboration,2025-07-25,6,4.4
INT001733,TEAM040,EMP0050,EMP0274,Discussion,2025-07-19,5,6.8
INT001734,TEAM040,EMP0050,EMP0274,Code Review,2025-09-05,39,6.8
INT001735,TEAM040,EMP0376,EMP0447,Discussion,2025-10-18,36,7.8
INT001736,TEAM040,EMP0376,EMP0447,Code Review,2025-05-31,68,7.4
INT001737,TEAM040,EMP0376,EMP0447,Brainstorming,2025-06-28,5,8.7
INT001738,TEAM040,EMP0376,EMP0447,Brainstorming,2025-06-04,24,6.8
INT001739,TEAM040,EMP0376,EMP0447,Mentoring,2025-05-14,50,7.9
INT001740,TEAM040,EMP0376,EMP0447,Pair Programming,2025-08-30,16,6.6
INT001741,TEAM040,EMP0376,EMP0060,Discussion,2025-08-31,12,6.8
INT001742,TEAM040,EMP0376,EMP0060,Brainstorming,2025-09-20,12,6.5
INT001743,TEAM040,EMP0376,EMP0060,Code Review,2025-10-21,16,6.9
INT001744,TEAM040,EMP0376,EMP0060,Pair Programming,2025-10-04,14,9.3
INT001745,TEAM040,EMP0376,EMP0060,Mentoring,2025-10-10,42,7.8
INT001746,TEAM040,EMP0376,EMP0060,Collaboration,2025-07-14,9,7.6
INT001747,TEAM040,EMP0376,EMP0115,Collaboration,2025-05-12,7,8.3
INT001748,TEAM040,EMP0376,EMP0115,Code Review,2025-07-05,38,4.4
INT001749,TEAM040,EMP0376,EMP0115,Meeting,2025-08-17,51,6.1
INT001750,TEAM040,EMP0376,EMP0278,Meeting,2025-06-24,28,5.7
INT001751,TEAM040,EMP0376,EMP0278,Meeting,2025-09-21,32,9.7
INT001752,TEAM040,EMP0376,EMP0278,Pair Programming,2025-08-27,29,6.3
INT001753,TEAM040,EMP0376,EMP0278,Mentoring,2025-10-06,41,5.6
INT001754,TEAM040,EMP0376,EMP0192,Code Review,2025-11-05,72,5.3
INT001755,TEAM040,EMP0376,EMP0192,Code Review,2025-10-15,20,9.2
INT001756,TEAM040,EMP0376,EMP0192,Discussion,2025-11-04,34,7.3
INT001757,TEAM040,EMP0376,EMP0192,Pair Programming,2025-09-13,4,7.3
INT001758,TEAM040,EMP0376,EMP0192,Pair Programming,2025-07-23,6,4.6
INT001759,TEAM040,EMP0376,EMP0192,Pair Programming,2025-07-03,27,8.6
INT001760,TEAM040,EMP0376,EMP0274,Pair Programming,2025-10-30,6,5.9
INT001761,TEAM040,EMP0376,EMP0274,Brainstorming,2025-10-18,4,6.6
INT001762,TEAM040,EMP0376,EMP0274,Meeting,2025-10-01,12,7.1
INT001763,TEAM040,EMP0376,EMP0274,Brainstorming,2025-08-31,11,6.6
INT001764,TEAM040,EMP0376,EMP0274,Meeting,2025-07-30,23,7.7
INT001765,TEAM040,EMP0376,EMP0274,Discussion,2025-06-21,13,7.3
INT001766,TEAM040,EMP0376,EMP0281,Brainstorming,2025-09-04,26,4.8
INT001767,TEAM040,EMP0376,EMP0281,Brainstorming,2025-08-02,14,8.5
INT001768,TEAM040,EMP0376,EMP0281,Meeting,2025-11-04,19,9.0
INT001769,TEAM040,EMP0212,EMP0137,Code Review,2025-07-17,49,7.9
INT001770,TEAM040,EMP0212,EMP0137,Code Review,2025-10-30,57,9.6
INT001771,TEAM040,EMP0212,EMP0137,Mentoring,2025-07-13,30,5.1
INT001772,TEAM040,EMP0212,EMP0137,Collaboration,2025-10-14,11,6.9
INT001773,TEAM040,EMP0212,EMP0137,Code Review,2025-05-21,21,8.2
INT001774,TEAM040,EMP0212,EMP0137,Discussion,2025-07-09,19,9.2
INT001775,TEAM040,EMP0212,EMP0115,Code Review,2025-08-17,11,7.8
INT001776,TEAM040,EMP0212,EMP0115,Mentoring,2025-05-30,10,7.6
INT001777,TEAM040,EMP0212,EMP0115,Mentoring,2025-10-28,40,7.1
INT001778,TEAM040,EMP0212,EMP0115,Collaboration,2025-06-20,43,5.6
INT001779,TEAM040,EMP0212,EMP0278,Mentoring,2025-07-07,30,8.4
INT001780,TEAM040,EMP0212,EMP0278,Code Review,2025-08-23,24,7.4
INT001781,TEAM040,EMP0212,EMP0278,Meeting,2025-08-07,29,6.5
INT001782,TEAM040,EMP0212,EMP0278,Code Review,2025-05-21,86,5.0
INT001783,TEAM040,EMP0212,EMP0274,Pair Programming,2025-07-19,29,4.6
INT001784,TEAM040,EMP0212,EMP0274,Code Review,2025-11-04,42,4.3
INT001785,TEAM040,EMP0212,EMP0274,Collaboration,2025-08-29,2,8.6
INT001786,TEAM040,EMP0212,EMP0274,Discussion,2025-10-08,10,6.8
INT001787,TEAM040,EMP0212,EMP0274,Meeting,2025-09-06,55,5.4
INT001788,TEAM040,EMP0256,EMP0447,Discussion,2025-05-15,5,8.2
INT001789,TEAM040,EMP0256,EMP0447,Collaboration,2025-05-15,13,9.0
INT001790,TEAM040,EMP0256,EMP0137,Code Review,2025-10-16,15,7.6
INT001791,TEAM040,EMP0256,EMP0137,Discussion,2025-09-28,4,7.3
INT001792,TEAM040,EMP0256,EMP0137,Mentoring,2025-10-15,52,9.0
INT001793,TEAM040,EMP0256,EMP0137,Pair Programming,2025-06-02,21,9.2
INT001794,TEAM040,EMP0256,EMP0137,Meeting,2025-05-31,21,6.7
INT001795,TEAM040,EMP0256,EMP0137,Pair Programming,2025-10-23,5,6.3
INT001796,TEAM040,EMP0256,EMP0137,Code Review,2025-05-26,42,8.9
INT001797,TEAM040,EMP0256,EMP0278,Pair Programming,2025-09-09,7,6.0
INT001798,TEAM040,EMP0256,EMP0278,Brainstorming,2025-06-18,14,5.6
INT001799,TEAM040,EMP0256,EMP0278,Brainstorming,2025-05-26,55,8.2
INT001800,TEAM040,EMP0256,EMP0278,Brainstorming,2025-08-11,15,7.7
INT001801,TEAM040,EMP0256,EMP0278,Mentoring,2025-07-18,96,6.2
INT001802,TEAM040,EMP0256,EMP0278,Meeting,2025-09-19,31,7.9
INT001803,TEAM040,EMP0256,EMP0278,Discussion,2025-05-15,5,8.9
INT001804,TEAM040,EMP0256,EMP0192,Pair Programming,2025-10-04,13,3.3
INT001805,TEAM040,EMP0256,EMP0192,Discussion,2025-10-28,16,9.1
INT001806,TEAM040,EMP0256,EMP0192,Discussion,2025-05-11,5,8.8
INT001807,TEAM040,EMP0256,EMP0192,Pair Programming,2025-06-17,12,8.3
INT001808,TEAM040,EMP0256,EMP0192,Mentoring,2025-06-22,52,5.9
INT001809,TEAM040,EMP0256,EMP0192,Code Review,2025-07-05,33,7.5
INT001810,TEAM040,EMP0256,EMP0274,Pair Programming,2025-06-21,7,8.6
INT001811,TEAM040,EMP0256,EMP0274,Mentoring,2025-08-17,64,7.0
INT001812,TEAM040,EMP0256,EMP0274,Pair Programming,2025-07-11,10,8.8
INT001813,TEAM040,EMP0256,EMP0274,Brainstorming,2025-06-07,27,8.6
INT001814,TEAM040,EMP0256,EMP0274,Code Review,2025-06-19,51,7.1
INT001815,TEAM040,EMP0256,EMP0274,Collaboration,2025-10-21,3,7.8
INT001816,TEAM040,EMP0256,EMP0274,Discussion,2025-09-29,44,7.5
INT001817,TEAM040,EMP0256,EMP0281,Collaboration,2025-09-01,24,7.5
INT001818,TEAM040,EMP0256,EMP0281,Discussion,2025-08-06,16,7.8
INT001819,TEAM040,EMP0256,EMP0281,Brainstorming,2025-11-07,6,7.7
INT001820,TEAM040,EMP0447,EMP0060,Meeting,2025-09-21,101,8.3
INT001821,TEAM040,EMP0447,EMP0060,Brainstorming,2025-06-02,9,7.3
INT001822,TEAM040,EMP0447,EMP0060,Brainstorming,2025-08-06,48,6.2
INT001823,TEAM040,EMP0447,EMP0060,Code Review,2025-06-02,51,7.5
INT001824,TEAM040,EMP0447,EMP0115,Mentoring,2025-10-22,50,7.9
INT001825,TEAM040,EMP0447,EMP0115,Brainstorming,2025-06-23,16,6.7
INT001826,TEAM040,EMP0447,EMP0115,Code Review,2025-07-31,56,6.3
INT001827,TEAM040,EMP0447,EMP0115,Mentoring,2025-06-26,40,8.2
INT001828,TEAM040,EMP0447,EMP0115,Brainstorming,2025-07-03,4,5.5
INT001829,TEAM040,EMP0447,EMP0278,Pair Programming,2025-06-04,22,6.0
INT001830,TEAM040,EMP0447,EMP0278,Discussion,2025-08-17,23,4.8
INT001831,TEAM040,EMP0447,EMP0278,Pair Programming,2025-05-27,8,8.3
INT001832,TEAM040,EMP0447,EMP0278,Meeting,2025-10-10,97,7.3
INT001833,TEAM040,EMP0447,EMP0192,Meeting,2025-10-21,25,9.3
INT001834,TEAM040,EMP0447,EMP0192,Code Review,2025-10-05,27,6.7
INT001835,TEAM040,EMP0447,EMP0192,Code Review,2025-10-30,43,4.7
INT001836,TEAM040,EMP0447,EMP0192,Discussion,2025-10-11,11,6.8
INT001837,TEAM040,EMP0447,EMP0274,Collaboration,2025-10-30,5,9.1
INT001838,TEAM040,EMP0447,EMP0274,Brainstorming,2025-05-27,51,7.7
INT001839,TEAM040,EMP0447,EMP0274,Mentoring,2025-07-31,52,7.5
INT001840,TEAM040,EMP0447,EMP0274,Collaboration,2025-07-05,38,4.8
INT001841,TEAM040,EMP0447,EMP0274,Mentoring,2025-06-01,21,7.1
INT001842,TEAM040,EMP0447,EMP0274,Pair Programming,2025-06-09,4,4.5
INT001843,TEAM040,EMP0447,EMP0274,Pair Programming,2025-10-26,22,4.9
INT001844,TEAM040,EMP0447,EMP0274,Collaboration,2025-09-12,28,6.9
INT001845,TEAM040,EMP0137,EMP0060,Mentoring,2025-09-15,45,9.1
INT001846,TEAM040,EMP0137,EMP0060,Brainstorming,2025-07-05,11,6.1
INT001847,TEAM040,EMP0137,EMP0060,Discussion,2025-10-18,10,8.1
INT001848,TEAM040,EMP0137,EMP0060,Meeting,2025-05-28,9,6.7
INT001849,TEAM040,EMP0137,EMP0115,Brainstorming,2025-07-24,4,6.8
INT001850,TEAM040,EMP0137,EMP0115,Brainstorming,2025-08-05,7,9.6
INT001851,TEAM040,EMP0137,EMP0115,Brainstorming,2025-10-24,6,9.3
INT001852,TEAM040,EMP0137,EMP0192,Brainstorming,2025-10-20,9,7.6
INT001853,TEAM040,EMP0137,EMP0192,Meeting,2025-08-22,17,4.4
INT001854,TEAM040,EMP0137,EMP0192,Collaboration,2025-09-13,11,6.2
INT001855,TEAM040,EMP0137,EMP0192,Meeting,2025-10-14,61,7.4
INT001856,TEAM040,EMP0137,EMP0192,Collaboration,2025-09-09,10,7.5
INT001857,TEAM040,EMP0137,EMP0192,Code Review,2025-08-01,55,7.8
INT001858,TEAM040,EMP0137,EMP0192,Collaboration,2025-09-19,6,5.0
INT001859,TEAM040,EMP0137,EMP0281,Collaboration,2025-09-23,46,8.8
INT001860,TEAM040,EMP0137,EMP0281,Discussion,2025-06-18,2,7.2
INT001861,TEAM040,EMP0137,EMP0281,Brainstorming,2025-10-11,5,8.9
INT001862,TEAM040,EMP0137,EMP0281,Collaboration,2025-05-28,36,6.4
INT001863,TEAM040,EMP0060,EMP0115,Mentoring,2025-07-13,93,5.5
INT001864,TEAM040,EMP0060,EMP0115,Discussion,2025-05-21,7,8.3
INT001865,TEAM040,EMP0060,EMP0115,Code Review,2025-10-12,141,9.7
INT001866,TEAM040,EMP0060,EMP0192,Pair Programming,2025-07-01,6,5.3
INT001867,TEAM040,EMP0060,EMP0192,Code Review,2025-05-23,32,9.0
INT001868,TEAM040,EMP0060,EMP0192,Collaboration,2025-06-24,16,8.1
INT001869,TEAM040,EMP0060,EMP0192,Pair Programming,2025-07-17,11,6.2
INT001870,TEAM040,EMP0060,EMP0281,Brainstorming,2025-08-16,11,6.6
INT001871,TEAM040,EMP0060,EMP0281,Discussion,2025-08-04,8,6.8
INT001872,TEAM040,EMP0060,EMP0281,Discussion,2025-05-29,4,5.1
INT001873,TEAM040,EMP0060,EMP0281,Collaboration,2025-08-17,10,6.8
INT001874,TEAM040,EMP0060,EMP0281,Collaboration,2025-09-07,13,8.4
INT001875,TEAM040,EMP0060,EMP0281,Code Review,2025-06-21,47,9.1
INT001876,TEAM040,EMP0060,EMP0281,Brainstorming,2025-08-03,7,8.1
INT001877,TEAM040,EMP0060,EMP0281,Mentoring,2025-06-20,90,6.3
INT001878,TEAM040,EMP0115,EMP0278,Discussion,2025-07-15,30,4.6
INT001879,TEAM040,EMP0115,EMP0278,Meeting,2025-07-29,17,7.2
INT001880,TEAM040,EMP0115,EMP0278,Pair Programming,2025-10-30,13,6.7
INT001881,TEAM040,EMP0115,EMP0278,Meeting,2025-06-08,20,8.1
INT001882,TEAM040,EMP0115,EMP0192,Meeting,2025-08-22,62,5.9
INT001883,TEAM040,EMP0115,EMP0192,Code Review,2025-08-23,57,7.9
INT001884,TEAM040,EMP0115,EMP0192,Brainstorming,2025-09-14,12,8.1
INT001885,TEAM040,EMP0115,EMP0192,Meeting,2025-08-19,20,7.7
INT001886,TEAM040,EMP0115,EMP0192,Brainstorming,2025-05-15,27,9.6
INT001887,TEAM040,EMP0115,EMP0192,Collaboration,2025-08-29,16,6.1
INT001888,TEAM040,EMP0115,EMP0274,Collaboration,2025-06-14,6,8.9
INT001889,TEAM040,EMP0115,EMP0274,Meeting,2025-09-29,50,6.4
INT001890,TEAM040,EMP0115,EMP0274,Discussion,2025-10-29,2,7.7
INT001891,TEAM040,EMP0115,EMP0281,Pair Programming,2025-10-03,24,3.1
INT001892,TEAM040,EMP0115,EMP0281,Collaboration,2025-08-06,29,6.9
INT001893,TEAM040,EMP0115,EMP0281,Code Review,2025-09-05,29,8.8
INT001894,TEAM040,EMP0115,EMP0281,Brainstorming,2025-09-03,9,7.0
INT001895,TEAM040,EMP0278,EMP0192,Discussion,2025-06-14,15,5.1
INT001896,TEAM040,EMP0278,EMP0192,Code Review,2025-06-15,28,8.7
INT001897,TEAM040,EMP0278,EMP0192,Mentoring,2025-10-19,45,5.7
INT001898,TEAM040,EMP0278,EMP0274,Code Review,2025-07-07,65,6.4
INT001899,TEAM040,EMP0278,EMP0274,Brainstorming,2025-07-06,10,7.0
INT001900,TEAM040,EMP0278,EMP0274,Mentoring,2025-05-15,22,7.0
INT001901,TEAM040,EMP0278,EMP0274,Brainstorming,2025-06-13,33,7.1
INT001902,TEAM040,EMP0278,EMP0274,Collaboration,2025-10-14,7,5.1
INT001903,TEAM040,EMP0192,EMP0274,Discussion,2025-06-13,21,4.3
INT001904,TEAM040,EMP0192,EMP0274,Brainstorming,2025-10-18,5,7.6
INT001905,TEAM040,EMP0192,EMP0274,Brainstorming,2025-10-24,41,8.0
INT001906,TEAM040,EMP0192,EMP0274,Pair Programming,2025-08-14,57,7.0
INT001907,TEAM040,EMP0192,EMP0274,Discussion,2025-07-19,35,4.3
INT001908,TEAM040,EMP0192,EMP0274,Brainstorming,2025-10-08,11,7.4
INT001909,TEAM040,EMP0192,EMP0274,Mentoring,2025-09-10,84,6.2
INT001910,TEAM041,EMP0157,EMP0391,Discussion,2025-05-30,35,9.4
INT001911,TEAM041,EMP0157,EMP0391,Pair Programming,2025-10-25,18,5.9
INT001912,TEAM041,EMP0157,EMP0391,Meeting,2025-06-26,101,9.3
INT001913,TEAM041,EMP0157,EMP0391,Collaboration,2025-08-18,14,7.9
INT001914,TEAM041,EMP0157,EMP0391,Code Review,2025-06-16,52,6.2
INT001915,TEAM041,EMP0157,EMP0391,Collaboration,2025-08-16,10,8.1
INT001916,TEAM041,EMP0157,EMP0391,Code Review,2025-05-13,70,7.8
INT001917,TEAM041,EMP0157,EMP0391,Meeting,2025-09-29,36,8.2
INT001918,TEAM041,EMP0157,EMP0106,Code Review,2025-10-15,64,4.4
INT001919,TEAM041,EMP0157,EMP0106,Pair Programming,2025-07-20,3,8.4
INT001920,TEAM041,EMP0391,EMP0240,Meeting,2025-08-13,28,4.9
INT001921,TEAM041,EMP0391,EMP0240,Collaboration,2025-07-09,6,6.3
INT001922,TEAM041,EMP0391,EMP0240,Collaboration,2025-10-26,19,7.6
INT001923,TEAM041,EMP0391,EMP0419,Discussion,2025-10-17,18,7.1
INT001924,TEAM041,EMP0391,EMP0419,Discussion,2025-07-02,5,8.6
INT001925,TEAM041,EMP0391,EMP0419,Code Review,2025-05-13,61,8.8
INT001926,TEAM041,EMP0391,EMP0419,Discussion,2025-10-04,9,7.9
INT001927,TEAM041,EMP0391,EMP0094,Discussion,2025-07-06,29,8.3
INT001928,TEAM041,EMP0391,EMP0094,Collaboration,2025-05-25,15,5.6
INT001929,TEAM041,EMP0391,EMP0094,Collaboration,2025-09-18,16,6.8
INT001930,TEAM041,EMP0391,EMP0094,Mentoring,2025-06-03,21,7.8
INT001931,TEAM041,EMP0391,EMP0106,Meeting,2025-09-06,29,6.9
INT001932,TEAM041,EMP0391,EMP0106,Brainstorming,2025-08-31,11,8.0
INT001933,TEAM041,EMP0391,EMP0106,Pair Programming,2025-07-20,21,5.6
INT001934,TEAM041,EMP0391,EMP0106,Collaboration,2025-05-16,13,8.9
INT001935,TEAM041,EMP0061,EMP0240,Discussion,2025-05-20,15,8.8
INT001936,TEAM041,EMP0061,EMP0240,Pair Programming,2025-07-22,27,7.9
INT001937,TEAM041,EMP0061,EMP0240,Code Review,2025-08-10,38,6.3
INT001938,TEAM041,EMP0061,EMP0240,Pair Programming,2025-08-17,17,8.5
INT001939,TEAM041,EMP0061,EMP0240,Mentoring,2025-06-08,85,6.1
INT001940,TEAM041,EMP0061,EMP0419,Code Review,2025-08-21,45,7.4
INT001941,TEAM041,EMP0061,EMP0419,Collaboration,2025-08-10,35,6.6
INT001942,TEAM041,EMP0061,EMP0419,Collaboration,2025-07-17,27,7.5
INT001943,TEAM041,EMP0061,EMP0094,Brainstorming,2025-10-27,5,5.3
INT001944,TEAM041,EMP0061,EMP0094,Code Review,2025-09-09,63,7.1
INT001945,TEAM041,EMP0061,EMP0094,Pair Programming,2025-05-16,7,7.4
INT001946,TEAM041,EMP0061,EMP0094,Brainstorming,2025-09-29,4,8.5
INT001947,TEAM041,EMP0240,EMP0419,Code Review,2025-10-25,115,7.4
INT001948,TEAM041,EMP0240,EMP0419,Code Review,2025-06-02,42,9.1
INT001949,TEAM041,EMP0240,EMP0419,Meeting,2025-08-26,29,6.8
INT001950,TEAM041,EMP0240,EMP0419,Mentoring,2025-08-12,56,8.4
INT001951,TEAM041,EMP0240,EMP0419,Pair Programming,2025-10-10,11,7.6
INT001952,TEAM041,EMP0240,EMP0419,Discussion,2025-07-15,10,8.4
INT001953,TEAM041,EMP0240,EMP0419,Pair Programming,2025-11-02,11,8.7
INT001954,TEAM041,EMP0240,EMP0094,Code Review,2025-06-23,32,6.7
INT001955,TEAM041,EMP0240,EMP0094,Collaboration,2025-09-16,25,3.0
INT001956,TEAM041,EMP0240,EMP0094,Brainstorming,2025-06-27,23,9.2
INT001957,TEAM041,EMP0240,EMP0094,Collaboration,2025-09-02,33,8.1
INT001958,TEAM041,EMP0240,EMP0094,Collaboration,2025-07-07,23,9.5
INT001959,TEAM041,EMP0240,EMP0094,Mentoring,2025-10-02,73,5.7
INT001960,TEAM041,EMP0240,EMP0094,Mentoring,2025-05-13,48,8.0
INT001961,TEAM041,EMP0240,EMP0094,Discussion,2025-11-03,14,4.9
INT001962,TEAM041,EMP0240,EMP0094,Mentoring,2025-06-11,33,7.2
INT001963,TEAM041,EMP0240,EMP0094,Meeting,2025-06-26,16,8.2
INT001964,TEAM041,EMP0240,EMP0106,Pair Programming,2025-10-23,22,7.6
INT001965,TEAM041,EMP0240,EMP0106,Brainstorming,2025-09-17,15,6.1
INT001966,TEAM041,EMP0240,EMP0106,Collaboration,2025-05-13,15,2.7
INT001967,TEAM041,EMP0419,EMP0094,Mentoring,2025-07-11,39,6.8
INT001968,TEAM041,EMP0094,EMP0106,Pair Programming,2025-05-22,11,6.8
INT001969,TEAM041,EMP0094,EMP0106,Brainstorming,2025-05-22,15,7.8
INT001970,TEAM041,EMP0094,EMP0106,Pair Programming,2025-05-23,17,6.2
INT001971,TEAM041,EMP0094,EMP0106,Meeting,2025-10-11,18,7.5
INT001972,TEAM041,EMP0094,EMP0106,Brainstorming,2025-08-25,30,5.6
INT001973,TEAM042,EMP0012,EMP0185,Collaboration,2025-08-02,16,7.3
INT001974,TEAM042,EMP0012,EMP0185,Pair Programming,2025-10-13,19,8.9
INT001975,TEAM042,EMP0012,EMP0185,Brainstorming,2025-07-06,28,8.9
INT001976,TEAM042,EMP0012,EMP0185,Collaboration,2025-06-08,9,6.4
INT001977,TEAM042,EMP0012,EMP0185,Code Review,2025-10-16,41,8.2
INT001978,TEAM042,EMP0012,EMP0185,Collaboration,2025-09-18,16,7.9
INT001979,TEAM042,EMP0012,EMP0185,Collaboration,2025-07-13,22,7.6
INT001980,TEAM042,EMP0012,EMP0185,Meeting,2025-11-02,83,6.5
INT001981,TEAM042,EMP0012,EMP0185,Collaboration,2025-09-05,29,4.1
INT001982,TEAM042,EMP0012,EMP0043,Discussion,2025-07-05,10,6.4
INT001983,TEAM042,EMP0012,EMP0043,Meeting,2025-09-28,24,6.4
INT001984,TEAM042,EMP0012,EMP0043,Mentoring,2025-08-11,68,7.1
INT001985,TEAM042,EMP0012,EMP0043,Pair Programming,2025-08-09,11,8.3
INT001986,TEAM042,EMP0012,EMP0043,Pair Programming,2025-05-31,5,7.3
INT001987,TEAM042,EMP0012,EMP0043,Collaboration,2025-09-08,16,5.0
INT001988,TEAM042,EMP0012,EMP0043,Brainstorming,2025-08-29,8,7.1
INT001989,TEAM042,EMP0012,EMP0043,Mentoring,2025-10-23,89,8.6
INT001990,TEAM042,EMP0012,EMP0412,Brainstorming,2025-07-31,26,6.0
INT001991,TEAM042,EMP0012,EMP0412,Collaboration,2025-10-31,9,7.4
INT001992,TEAM042,EMP0012,EMP0412,Code Review,2025-08-28,13,8.5
INT001993,TEAM042,EMP0012,EMP0412,Pair Programming,2025-09-30,7,8.1
INT001994,TEAM042,EMP0012,EMP0412,Mentoring,2025-07-30,67,5.5
INT001995,TEAM042,EMP0012,EMP0160,Collaboration,2025-08-02,5,4.6
INT001996,TEAM042,EMP0012,EMP0160,Collaboration,2025-05-18,12,5.8
INT001997,TEAM042,EMP0012,EMP0160,Mentoring,2025-05-31,54,5.6
