employee_id,age,gender,department,role,tenure_years,salary,avg_hours_per_week,overtime_hours_per_month,remote_work_type,manager_support_score,team_size,performance_rating,goals_completed_pct,sick_leave_days,vacation_days_taken,job_satisfaction,workload_stress,work_life_balance,career_growth_satisfaction,months_since_last_promotion,training_hours_last_year,burnout_score,burnout_high_risk
EMP00532,22,Male,Engineering,Junior Dev,0.37,75619,49.2,8.5,Full Remote,9.01,8,2.71,82.7,7,14.1,5.37,2.65,5.27,9.39,16.8,1.9,0.3735,0
EMP00533,34,Female,HR,Analyst,1.91,81152,47.0,18.2,Full Remote,8.16,11,1.97,92.4,6,10.2,7.71,5.8,5.74,5.01,1.1,7.9,0.5052,0
EMP00534,25,Female,HR,Senior Analyst,0.6,84906,49.9,16.2,Full Remote,6.16,9,3.18,75.0,3,17.4,5.06,3.26,7.09,3.76,2.1,0.5,0.4606,0
EMP00535,29,Female,Customer Support,Senior Analyst,2.73,80571,44.2,4.9,Hybrid,4.57,4,3.85,67.8,2,9.1,5.36,3.14,6.8,7.36,10.5,5.7,0.3656,0
EMP00536,35,Male,Sales,Director,3.54,87897,51.5,11.8,Hybrid,7.54,5,3.02,55.2,4,12.0,8.09,4.67,6.96,4.29,15.4,0.3,0.4289,0
EMP00537,28,Female,Sales,Associate,1.9,60682,44.5,7.3,On-site,8.25,10,2.79,91.9,7,19.4,6.48,3.43,5.15,6.3,25.5,13.3,0.2662,0
EMP00538,31,Male,HR,Manager,0.31,51454,50.8,33.1,Full Remote,7.88,10,2.34,52.5,4,15.9,4.65,6.33,5.48,4.43,0.5,1.4,0.8416,1
EMP00539,43,Female,Operations,Senior Analyst,1.9,136425,41.3,10.6,Hybrid,8.58,9,3.72,66.3,3,11.8,2.94,2.48,8.64,4.59,2.9,0.8,0.3824,0
EMP00540,30,Male,Customer Support,Senior Analyst,0.25,67468,41.9,4.6,On-site,8.27,12,4.06,65.9,3,13.5,7.33,6.09,8.03,4.34,15.7,1.1,0.5023,0
EMP00541,41,Male,Operations,Analyst,3.44,70388,49.8,1.7,On-site,6.06,9,3.63,73.6,3,16.3,8.06,3.46,4.34,5.35,15.5,2.4,0.2613,0
EMP00542,25,Male,Sales,Senior,4.69,91946,42.3,5.1,On-site,7.5,8,4.05,56.2,6,11.2,4.8,4.52,5.06,2.62,3.8,1.6,0.5807,0
EMP00543,39,Female,HR,Analyst,9.84,114902,62.6,5.0,On-site,8.36,9,2.53,65.2,2,3.7,4.99,3.47,4.97,5.52,3.8,6.5,0.4951,0
EMP00544,46,Male,Operations,Analyst,0.48,61386,49.5,9.0,Hybrid,5.22,8,2.99,41.9,2,3.7,7.65,5.6,7.93,4.89,59.8,8.7,0.4712,0
EMP00545,22,Female,Marketing,Senior,2.28,50029,45.2,16.2,On-site,7.27,9,3.34,58.8,6,12.1,3.94,3.76,8.91,5.91,30.8,6.3,0.3422,0
EMP00546,28,Male,Engineering,Tech Lead,2.51,43946,51.6,2.5,Hybrid,5.07,12,4.52,83.7,3,10.8,9.48,3.99,8.03,3.8,37.8,2.8,0.351,0
EMP00547,39,Male,Engineering,Tech Lead,7.67,114827,41.2,28.1,On-site,8.21,6,4.52,90.2,4,17.0,5.57,3.26,4.63,4.09,7.8,5.8,0.4485,0
EMP00548,33,Male,Engineering,Senior Dev,2.96,49047,52.4,21.9,Full Remote,6.89,9,4.13,51.3,2,18.7,6.55,5.78,4.99,3.78,25.1,1.6,0.5346,0
EMP00549,37,Female,Finance,Senior Analyst,0.47,74311,52.2,29.9,On-site,9.52,6,4.11,61.9,7,15.0,6.86,6.81,9.18,5.66,44.4,5.4,0.4846,0
EMP00550,30,Female,Engineering,Senior Dev,1.72,50567,55.0,7.7,Hybrid,8.82,7,2.87,72.2,7,15.3,7.54,4.19,6.76,8.61,1.8,5.5,0.287,0
EMP00551,35,Male,Engineering,Manager,3.19,40000,41.5,5.1,Full Remote,8.24,7,3.58,76.5,1,19.9,8.96,3.97,6.58,6.71,8.1,8.7,0.0656,0
EMP00552,33,Male,Sales,Senior,3.61,67690,35.2,24.1,Full Remote,8.61,4,2.17,68.4,3,2.5,8.26,6.28,7.01,4.97,31.3,5.0,0.4909,0
EMP00553,44,Male,Marketing,Associate,5.96,51555,40.1,6.8,On-site,8.9,12,4.11,61.3,3,4.6,8.49,6.93,3.85,5.99,43.3,0.6,0.4065,0
EMP00554,37,Female,Sales,Associate,0.6,57709,42.7,21.1,Hybrid,7.6,6,3.3,74.3,4,6.5,8.23,4.87,5.45,6.39,15.9,1.0,0.4767,0
EMP00555,37,Male,Finance,Senior Analyst,9.08,125152,58.3,1.6,On-site,8.94,5,5.0,81.5,7,5.5,8.88,3.19,6.72,7.0,15.4,1.6,0.2235,0
EMP00556,31,Female,Engineering,Senior Dev,0.18,85622,62.6,29.8,Full Remote,9.53,9,3.71,58.5,4,11.3,7.89,4.06,4.64,3.41,38.8,6.2,0.7723,1
EMP00557,31,Female,Engineering,Junior Dev,12.36,98286,47.8,8.2,Hybrid,9.33,7,2.9,89.0,2,13.3,6.07,7.27,5.16,6.75,4.0,2.5,0.4283,0
EMP00558,31,Male,Marketing,Manager,5.85,95616,45.1,2.4,Full Remote,7.26,8,3.28,93.2,5,13.3,7.4,7.08,6.47,3.57,15.6,4.1,0.4531,0
EMP00559,38,Female,Sales,Manager,3.24,72478,42.2,10.9,Hybrid,8.43,8,3.0,74.6,5,14.5,6.36,6.13,6.21,7.25,4.0,1.6,0.5118,0
EMP00560,31,Female,Sales,Senior,3.98,64007,51.6,6.5,Hybrid,8.13,10,3.03,63.6,3,13.5,6.71,4.31,8.7,5.99,6.3,7.2,0.2883,0
EMP00561,37,Female,Engineering,Junior Dev,0.23,81223,62.5,7.3,Hybrid,7.92,9,3.48,66.0,4,11.4,6.82,2.19,8.82,7.89,47.7,2.7,0.2226,0
EMP00562,51,Male,Operations,Analyst,0.13,79211,59.3,6.2,Full Remote,7.53,4,2.71,44.6,6,9.3,8.49,5.36,7.82,6.37,4.9,7.3,0.3614,0
EMP00563,41,Male,Finance,Manager,0.32,60779,54.1,4.6,Full Remote,6.2,10,3.45,83.5,4,4.9,5.96,5.9,7.6,6.33,4.5,4.4,0.4127,0
EMP00564,32,Male,Engineering,Tech Lead,0.27,78246,54.0,8.9,Full Remote,7.22,12,1.92,67.3,5,11.6,7.33,4.61,3.91,5.39,16.0,6.2,0.5949,0
EMP00565,44,Male,Engineering,Junior Dev,2.38,57341,51.7,6.2,On-site,8.39,4,3.63,44.6,6,14.8,5.56,6.36,6.96,4.92,68.9,12.0,0.3971,0
EMP00566,31,Male,Customer Support,Analyst,0.73,70713,44.6,8.9,Full Remote,9.2,11,2.89,91.2,1,17.6,3.28,3.66,4.34,4.24,9.2,1.3,0.4565,0
EMP00567,22,Male,Finance,Analyst,5.9,66617,39.1,5.0,Hybrid,8.9,8,2.42,79.6,6,7.9,8.46,7.2,6.51,4.88,16.9,6.3,0.4005,0
EMP00568,26,Female,Sales,Senior,1.77,43278,44.8,10.3,Hybrid,8.51,12,4.08,66.9,5,23.4,7.94,2.76,7.06,2.99,32.6,1.8,0.2104,0
EMP00569,22,Male,Finance,Senior Analyst,3.57,40000,48.4,9.0,On-site,8.66,5,2.08,55.2,5,16.4,6.55,1.94,4.07,2.74,12.0,4.4,0.2452,0
EMP00570,32,Male,Operations,Manager,3.17,51523,35.0,6.4,Full Remote,8.41,8,4.0,85.8,7,15.4,6.4,2.63,8.21,6.04,5.6,3.1,0.1951,0
EMP00571,35,Male,Operations,Analyst,1.16,120102,43.8,3.9,Full Remote,8.17,8,3.88,67.3,5,13.1,6.8,7.97,8.74,7.69,64.5,5.3,0.3316,0
EMP00572,48,Female,Marketing,Associate,0.84,67257,38.4,6.5,Hybrid,9.87,10,2.79,56.3,4,0.0,5.98,3.8,2.09,5.94,31.5,5.2,0.2637,0
EMP00573,37,Female,Sales,Manager,1.26,94399,53.1,15.0,On-site,5.48,7,3.28,79.9,9,13.9,6.15,5.46,4.71,7.06,17.1,3.9,0.6008,0
EMP00574,33,Female,Engineering,Junior Dev,4.78,40000,40.6,2.9,Hybrid,8.64,7,3.71,82.0,5,10.8,7.78,5.22,4.73,7.33,12.6,9.5,0.3585,0
EMP00575,41,Male,Customer Support,Manager,2.65,49792,47.6,9.5,Full Remote,7.78,6,3.69,64.6,4,18.3,4.86,4.02,4.44,3.06,0.7,7.1,0.4567,0
EMP00576,22,Other,HR,Senior Analyst,0.88,41137,39.4,11.2,Hybrid,4.5,10,4.23,69.9,5,11.8,7.84,6.23,7.2,8.21,1.0,3.2,0.4723,0
EMP00577,36,Male,Engineering,Manager,5.11,69942,57.8,17.2,On-site,9.08,12,4.09,57.4,1,18.0,6.65,4.77,5.76,6.7,21.5,5.6,0.394,0
EMP00578,41,Male,Customer Support,Analyst,0.17,135548,35.0,10.2,Hybrid,8.82,8,4.33,74.6,3,8.6,8.31,4.38,6.75,6.31,26.8,3.9,0.4418,0
EMP00579,23,Male,Customer Support,Analyst,3.6,86505,48.8,4.2,Hybrid,6.44,10,4.42,74.0,5,10.3,8.54,6.31,8.14,2.14,21.5,11.9,0.4487,0
EMP00580,44,Male,Customer Support,Senior Analyst,1.73,117390,35.0,8.1,Hybrid,7.97,6,3.59,78.5,5,10.2,8.15,5.47,3.53,6.19,105.7,11.2,0.4648,0
EMP00581,37,Male,Operations,Senior Analyst,3.94,68639,40.9,8.5,On-site,7.2,9,3.27,81.0,4,14.5,7.73,5.44,5.34,6.49,1.3,1.2,0.3324,0
EMP00582,31,Female,Customer Support,Analyst,7.87,109121,46.6,4.7,Hybrid,8.77,13,3.4,72.6,9,16.7,8.22,6.59,6.79,5.51,38.2,1.9,0.4619,0
EMP00583,40,Female,Engineering,Manager,4.16,126831,47.0,16.3,Hybrid,8.71,8,3.23,44.9,5,11.4,6.34,5.1,7.57,5.43,26.5,6.5,0.3744,0
EMP00584,53,Male,Operations,Manager,1.75,72265,46.8,12.8,Full Remote,8.5,7,4.66,75.7,4,16.3,8.44,3.57,3.74,5.63,21.0,8.2,0.5488,0
EMP00585,36,Female,Operations,Senior Analyst,0.49,61518,46.2,9.8,Hybrid,5.48,8,2.89,80.9,3,13.3,5.38,5.49,3.92,5.39,0.8,5.2,0.7078,1
EMP00586,36,Male,Engineering,Junior Dev,4.93,42054,39.9,12.9,Hybrid,8.92,10,4.41,83.3,3,4.7,5.14,6.27,6.14,4.65,11.7,4.7,0.4326,0
EMP00587,31,Male,Engineering,Tech Lead,1.85,67273,43.7,10.8,Full Remote,8.77,6,3.11,94.2,6,16.5,7.22,7.59,5.52,6.55,9.9,4.6,0.2613,0
EMP00588,28,Female,Customer Support,Senior Analyst,0.23,77047,45.3,4.5,On-site,8.32,9,4.38,89.9,7,5.3,6.0,5.85,5.16,6.99,58.7,3.4,0.4792,0
EMP00589,41,Female,Sales,Senior,3.81,125773,46.6,6.5,Hybrid,8.78,4,4.08,56.1,3,2.1,7.15,4.35,5.78,5.09,1.7,4.1,0.4222,0
EMP00590,28,Male,Operations,Manager,1.04,42625,44.5,2.3,Full Remote,8.86,7,3.47,61.0,6,9.1,8.37,8.3,4.69,5.63,15.6,4.1,0.4587,0
EMP00591,35,Male,Engineering,Junior Dev,0.15,76491,50.8,6.1,On-site,6.56,8,3.71,85.1,4,6.3,3.05,3.47,3.77,4.62,1.7,3.3,0.4896,0
EMP00592,31,Female,Engineering,Junior Dev,6.99,40000,45.7,13.0,Full Remote,7.73,10,2.61,78.8,8,14.0,5.68,3.56,6.62,7.53,44.1,4.1,0.3841,0
EMP00593,38,Female,Marketing,Associate,1.98,64330,46.6,7.3,Hybrid,7.59,8,3.96,67.7,5,14.8,9.22,3.59,3.77,7.75,5.2,0.6,0.4024,0
EMP00594,37,Female,Engineering,Tech Lead,0.99,82784,41.9,10.3,Hybrid,7.2,6,4.26,59.9,8,15.5,4.12,5.03,6.53,3.32,39.7,23.2,0.6339,0
EMP00595,43,Male,Finance,Senior Analyst,3.78,87814,36.6,7.5,On-site,9.17,11,4.57,68.3,3,11.2,5.72,4.09,4.73,7.64,10.8,0.7,0.3022,0
EMP00596,30,Male,Marketing,Associate,6.51,89725,46.2,2.6,On-site,7.21,9,3.24,83.5,6,8.8,7.19,7.31,7.01,7.08,3.0,1.9,0.5991,0
EMP00597,32,Male,Engineering,Junior Dev,0.1,84935,54.7,15.8,Hybrid,7.71,9,5.0,49.7,4,8.9,7.36,3.03,5.68,6.03,19.5,2.7,0.3306,0
EMP00598,27,Male,Engineering,Junior Dev,3.49,89510,48.6,1.6,Full Remote,8.11,8,3.25,82.4,2,11.6,4.93,4.68,6.83,6.35,74.2,1.0,0.5985,0
EMP00599,31,Female,Sales,Associate,4.37,76143,38.5,27.2,Hybrid,9.0,7,3.14,69.4,5,13.3,7.92,6.02,2.95,3.39,10.7,7.4,0.4118,0
EMP00600,38,Male,Engineering,Senior Dev,0.71,48803,51.5,16.0,On-site,4.71,3,3.37,81.0,2,17.2,5.81,3.08,6.56,6.61,19.8,7.0,0.4389,0
EMP00601,41,Male,Operations,Analyst,2.02,40000,42.3,3.1,Full Remote,8.45,6,3.37,48.2,8,4.2,5.24,7.34,6.96,6.49,8.6,3.8,0.5086,0
EMP00602,27,Female,Sales,Associate,0.28,61332,50.7,16.5,On-site,9.14,5,2.35,79.5,3,15.9,7.56,8.27,8.35,6.27,8.5,11.9,0.5712,0
EMP00603,41,Female,Engineering,Tech Lead,4.12,71634,42.0,16.9,Full Remote,6.37,7,2.59,49.3,7,13.3,4.46,5.14,8.58,5.18,28.4,25.8,0.4418,0
EMP00604,45,Male,Marketing,Senior,5.64,106348,47.8,10.8,Full Remote,5.01,10,2.52,74.4,3,22.4,6.83,2.31,8.85,7.42,14.0,6.6,0.4296,0
EMP00605,38,Female,Engineering,Tech Lead,0.34,72484,40.9,2.3,Full Remote,6.66,8,3.69,75.0,3,13.1,6.79,6.26,3.09,4.18,2.6,9.4,0.5738,0
EMP00606,50,Female,Engineering,Junior Dev,5.09,70085,41.1,5.5,Full Remote,6.96,12,4.7,72.4,5,19.7,6.55,4.01,5.32,5.05,18.2,4.9,0.4153,0
EMP00607,28,Female,Engineering,Senior Dev,4.43,84638,35.0,7.8,On-site,7.15,6,2.97,74.1,5,12.3,6.53,4.28,8.31,4.18,8.5,3.0,0.4191,0
EMP00608,25,Male,Operations,Senior Analyst,1.28,68249,49.1,6.7,On-site,8.34,2,3.4,65.2,6,13.7,7.58,3.32,4.73,4.98,62.4,2.8,0.2651,0
EMP00609,22,Female,Customer Support,Analyst,3.52,95263,48.0,19.9,Hybrid,7.44,10,2.85,78.7,3,13.1,8.11,3.67,4.5,4.57,11.2,1.9,0.5854,0
EMP00610,46,Female,Operations,Analyst,0.1,124483,48.4,1.2,Hybrid,9.36,9,4.03,82.2,6,12.2,6.59,2.88,7.87,7.74,4.5,7.3,0.1953,0
EMP00611,40,Male,Sales,Manager,8.06,129769,47.2,5.7,Hybrid,9.08,5,3.71,65.7,5,13.1,8.26,5.45,9.04,6.42,11.2,12.4,0.2768,0
EMP00612,34,Male,Sales,Director,2.4,77426,38.9,1.4,On-site,8.16,10,4.24,52.8,3,17.1,8.73,2.42,5.3,3.18,17.7,10.4,0.2672,0
EMP00613,37,Female,Marketing,Associate,2.91,83422,52.7,3.5,On-site,6.58,4,2.7,60.6,2,18.2,6.76,4.21,2.78,3.11,18.2,9.2,0.6414,0
EMP00614,25,Male,Finance,Analyst,3.28,114471,52.9,15.5,Full Remote,5.74,8,3.47,69.3,1,14.0,8.99,8.04,6.13,8.24,37.1,7.7,0.5889,0
EMP00615,54,Female,Customer Support,Manager,2.47,71250,38.7,12.8,Hybrid,6.4,16,3.31,77.1,2,16.3,6.96,3.79,7.27,5.73,35.0,2.2,0.3995,0
EMP00616,36,Male,Engineering,Junior Dev,5.83,91979,49.3,8.1,Hybrid,5.37,8,3.36,45.0,4,9.6,8.34,6.04,5.84,5.28,100.7,3.9,0.5019,0
EMP00617,35,Male,Engineering,Senior Dev,2.82,46620,52.0,6.8,On-site,9.76,13,4.3,81.9,1,17.5,7.24,2.51,7.04,4.37,32.9,4.8,0.2755,0
EMP00618,40,Male,Finance,Manager,7.15,67229,41.2,4.0,Hybrid,9.48,7,3.04,89.7,1,12.3,6.75,4.7,8.06,3.29,17.6,2.9,0.2423,0
EMP00619,38,Female,Operations,Manager,2.62,103902,42.6,11.6,On-site,7.79,15,3.14,71.4,2,17.4,8.04,4.22,6.38,4.16,11.6,17.7,0.4502,0
EMP00620,36,Male,Operations,Senior Analyst,0.56,57045,49.3,6.5,On-site,5.98,5,2.87,65.7,3,16.4,7.55,4.44,6.12,5.72,18.0,6.8,0.3767,0
EMP00621,28,Female,Finance,Analyst,7.35,71798,35.0,12.6,Hybrid,9.05,7,5.0,69.3,4,7.6,6.31,6.52,2.98,5.67,9.6,4.6,0.5571,0
EMP00622,38,Female,Customer Support,Analyst,3.43,40000,36.3,1.3,On-site,7.19,5,2.74,94.6,2,11.1,5.05,7.31,4.13,6.53,7.0,5.5,0.3908,0
EMP00623,50,Female,Marketing,Manager,3.6,125144,37.1,3.6,Hybrid,9.01,9,3.98,51.2,2,13.1,4.48,5.77,5.64,5.33,5.3,5.5,0.4137,0
EMP00624,45,Female,Customer Support,Manager,12.7,106575,35.0,2.6,Hybrid,6.83,7,2.4,62.3,8,4.4,5.6,7.69,2.42,4.21,54.9,4.5,0.5976,0
EMP00625,47,Female,Customer Support,Senior Analyst,0.23,79702,53.7,5.1,On-site,8.58,5,3.87,86.9,1,4.6,6.21,1.7,7.35,3.69,42.3,5.1,0.4031,0
EMP00626,30,Male,Operations,Senior Analyst,1.68,87687,35.0,11.7,Full Remote,9.14,8,2.58,65.6,2,13.7,9.15,4.63,5.58,4.82,3.3,6.1,0.3439,0
EMP00627,27,Female,Sales,Manager,0.82,84897,47.7,11.3,Full Remote,6.59,10,3.62,45.6,5,8.5,7.58,3.84,5.6,7.61,1.4,3.2,0.3955,0
EMP00628,33,Female,Engineering,Senior Dev,2.99,109607,51.5,6.4,Hybrid,8.7,7,3.75,62.7,3,8.0,4.88,4.76,8.01,6.75,8.4,7.3,0.3336,0
EMP00629,35,Male,Marketing,Manager,4.93,62029,42.7,19.2,Hybrid,9.02,5,3.44,58.1,2,17.4,3.85,3.59,5.28,3.6,60.5,2.6,0.5713,0
EMP00630,43,Male,Marketing,Senior,10.17,93306,39.7,7.6,On-site,6.99,2,4.06,61.2,5,21.9,8.7,4.54,8.13,7.63,0.3,12.6,0.2507,0
EMP00631,22,Female,Operations,Senior Analyst,1.82,101935,46.9,5.3,On-site,7.07,10,3.87,44.8,2,12.9,5.53,4.09,2.47,8.28,14.3,3.3,0.514,0
EMP00632,47,Male,Engineering,Junior Dev,4.63,105383,45.0,10.0,Hybrid,9.04,6,2.95,70.5,8,17.2,6.82,8.03,7.22,4.48,23.2,1.8,0.4105,0
EMP00633,33,Female,Sales,Manager,7.47,40000,53.0,13.2,Hybrid,5.91,8,3.89,80.6,3,18.6,6.82,6.33,6.66,5.26,20.2,4.5,0.5818,0
EMP00634,31,Male,Operations,Senior Analyst,3.45,60018,35.0,11.5,Hybrid,8.34,13,3.68,44.1,4,3.9,7.34,5.14,5.05,4.77,1.3,0.4,0.1639,0
EMP00635,26,Male,Engineering,Junior Dev,0.83,49520,37.7,10.6,Hybrid,4.9,8,4.27,80.0,3,13.9,8.96,5.61,7.72,6.15,2.8,4.8,0.3299,0
EMP00636,22,Female,Sales,Manager,2.81,78739,49.5,8.2,Full Remote,6.57,8,2.34,80.7,3,18.8,4.96,6.28,6.06,4.44,54.4,10.3,0.5307,0
EMP00637,41,Male,Sales,Senior,10.51,40000,45.4,5.5,Hybrid,8.39,7,3.59,55.7,4,17.4,4.73,5.9,9.35,4.47,18.2,2.1,0.2865,0
EMP00638,35,Male,HR,Manager,13.16,40000,51.0,9.5,Hybrid,7.22,7,3.58,77.8,2,14.0,7.86,4.55,8.01,3.05,120.0,3.7,0.5379,0
EMP00639,24,Female,Engineering,Junior Dev,3.08,129252,47.1,10.1,Full Remote,8.45,8,3.2,76.1,3,9.6,6.59,5.24,7.98,5.99,2.7,4.7,0.5037,0
EMP00640,24,Male,Operations,Senior Analyst,6.54,90442,43.9,10.9,On-site,6.49,10,4.35,69.2,2,17.5,7.93,6.34,5.02,3.71,74.7,1.9,0.6801,0
EMP00641,32,Female,Sales,Associate,0.67,78025,42.6,10.5,Hybrid,8.96,10,2.93,74.7,5,12.5,6.72,3.18,5.52,4.34,61.4,1.6,0.254,0
EMP00642,48,Female,Customer Support,Manager,0.85,84091,63.6,4.4,Full Remote,5.65,8,4.07,78.0,7,12.7,7.62,4.23,7.86,5.95,30.7,9.6,0.5152,0
EMP00643,32,Female,Marketing,Associate,9.17,78658,57.3,9.8,Hybrid,6.66,4,2.92,74.5,5,3.1,8.4,7.72,8.04,6.57,3.9,7.1,0.4453,0
EMP00644,22,Male,Sales,Senior,0.44,99933,49.0,21.2,Full Remote,8.12,7,4.56,76.2,5,16.1,7.55,4.39,6.3,3.53,87.2,2.5,0.2591,0
EMP00645,33,Male,Engineering,Tech Lead,0.64,59188,45.6,3.8,Full Remote,7.96,6,3.82,47.2,4,8.4,7.15,5.36,3.87,6.83,4.8,7.2,0.4563,0
EMP00646,32,Female,Engineering,Senior Dev,1.64,79665,49.3,9.9,On-site,6.98,10,2.25,65.9,6,12.0,8.5,7.6,3.23,6.68,33.5,8.2,0.4019,0
EMP00647,22,Female,Marketing,Director,2.67,80685,51.6,0.8,On-site,8.69,9,4.41,86.7,11,11.5,7.49,3.28,7.18,4.87,19.1,3.2,0.2216,0
EMP00648,34,Female,Engineering,Tech Lead,2.78,48828,48.4,5.9,Full Remote,4.76,6,3.95,83.3,6,16.1,8.29,4.9,7.54,3.47,80.2,15.7,0.2245,0
EMP00649,33,Female,Sales,Associate,1.04,106924,39.0,3.4,On-site,9.03,6,3.57,89.9,3,6.4,8.14,4.46,5.45,4.55,14.5,2.6,0.2509,0
EMP00650,40,Male,HR,Analyst,7.6,63858,59.3,22.9,Full Remote,5.61,2,2.99,91.5,8,10.0,7.59,4.76,3.88,5.82,36.6,5.5,0.7268,1
EMP00651,49,Male,Sales,Associate,7.4,100435,47.0,15.4,Full Remote,9.02,8,2.82,77.9,4,10.7,5.88,4.47,4.74,3.43,93.6,4.0,0.4695,0
EMP00652,44,Male,Engineering,Junior Dev,1.49,77872,61.1,15.1,Full Remote,4.25,6,3.9,65.4,4,5.9,9.51,7.52,4.74,6.77,22.5,7.6,0.6151,0
EMP00653,32,Male,Operations,Manager,1.71,115839,46.5,2.8,Full Remote,9.58,12,2.27,54.9,1,18.9,8.85,3.17,7.92,7.85,4.3,8.1,0.1639,0
EMP00654,26,Male,Customer Support,Manager,3.64,48965,43.0,3.0,Hybrid,8.65,6,2.96,79.3,3,12.2,7.62,5.82,3.5,5.09,14.8,10.8,0.3966,0
EMP00655,55,Female,Engineering,Junior Dev,3.26,47881,56.1,4.8,On-site,5.33,7,4.06,56.7,1,4.3,6.32,3.05,6.58,8.32,22.3,8.1,0.3705,0
EMP00656,35,Male,Engineering,Senior Dev,1.45,52357,47.4,10.5,Full Remote,7.7,6,2.37,54.7,2,0.8,7.54,5.11,6.3,4.2,77.4,3.7,0.5276,0
EMP00657,35,Male,Customer Support,Senior Analyst,1.6,78332,46.1,2.6,Hybrid,6.38,7,2.41,68.5,6,14.1,7.19,6.95,5.07,6.65,11.1,7.3,0.4613,0
EMP00658,34,Male,Engineering,Junior Dev,1.28,113536,35.4,5.6,Hybrid,5.8,6,3.92,83.1,2,11.0,6.51,4.05,4.98,5.91,7.5,9.5,0.4668,0
EMP00659,36,Female,Customer Support,Analyst,0.81,114827,50.3,6.4,Full Remote,4.49,8,3.29,56.1,9,14.7,5.57,6.56,5.64,6.49,40.4,11.1,0.64,0
EMP00660,33,Female,Engineering,Senior Dev,1.84,40000,41.1,2.1,Hybrid,5.42,5,4.83,80.0,4,14.0,6.18,4.19,4.5,2.48,46.9,1.5,0.4265,0
EMP00661,30,Female,Operations,Senior Analyst,3.48,81242,41.4,1.8,Hybrid,4.56,6,3.26,70.0,11,8.6,5.51,4.51,5.23,7.64,0.0,14.4,0.4951,0
EMP00662,30,Female,Sales,Senior,4.06,40000,41.1,2.5,Full Remote,7.65,7,2.26,93.1,6,5.0,6.7,4.65,7.84,6.24,4.7,6.2,0.2795,0
EMP00663,34,Male,Customer Support,Senior Analyst,4.53,94875,48.5,3.8,Hybrid,9.58,9,4.41,85.1,4,17.6,5.9,4.02,5.67,6.77,103.8,5.9,0.501,0
EMP00664,30,Female,Sales,Associate,1.41,102954,35.0,15.6,Full Remote,8.89,9,2.44,71.9,7,12.1,7.87,7.55,4.44,5.35,5.4,1.1,0.5421,0
EMP00665,29,Male,Finance,Manager,4.34,73993,43.3,10.4,Full Remote,8.61,9,2.69,71.6,4,3.9,6.54,8.47,4.12,4.74,9.9,6.9,0.6007,0
EMP00666,35,Male,Engineering,Senior Dev,0.1,77099,52.8,4.0,Hybrid,7.61,8,3.23,76.4,4,21.1,3.82,5.27,7.75,7.65,20.9,4.4,0.4197,0
EMP00667,32,Female,Engineering,Tech Lead,1.94,76840,35.0,4.0,Hybrid,8.54,8,3.63,64.2,5,12.5,4.07,5.24,6.18,5.5,3.4,3.6,0.3109,0
EMP00668,47,Female,Operations,Analyst,4.74,55388,46.4,21.8,Hybrid,9.42,4,3.8,62.3,8,4.8,8.02,6.3,8.63,3.77,11.9,5.4,0.4103,0
EMP00669,22,Male,Marketing,Manager,2.98,85792,39.9,24.4,Hybrid,8.84,11,4.27,67.9,4,7.3,4.0,5.74,4.93,9.12,5.2,2.7,0.6177,0
EMP00670,43,Male,Customer Support,Manager,1.93,69214,41.8,5.9,Hybrid,7.39,10,1.44,65.0,5,14.6,6.74,3.11,4.17,4.69,8.0,9.9,0.3052,0
EMP00671,44,Female,Sales,Senior,3.1,98257,58.2,18.0,Hybrid,7.03,12,2.75,82.2,5,5.2,6.43,5.68,5.0,6.73,7.0,3.4,0.7759,1
EMP00672,22,Male,Operations,Analyst,7.12,72159,35.0,2.6,Hybrid,8.57,6,4.35,75.0,3,7.4,4.62,4.69,7.92,7.28,16.7,13.1,0.2046,0
EMP00673,32,Male,Sales,Director,2.51,53474,51.1,15.7,On-site,8.9,13,2.78,65.5,3,9.1,6.77,2.77,6.7,6.05,11.2,10.5,0.4383,0
EMP00674,32,Male,Customer Support,Senior Analyst,4.83,40000,41.2,13.8,On-site,9.31,8,3.46,56.2,8,12.0,6.85,3.5,7.01,5.73,2.7,6.1,0.4115,0
EMP00675,23,Male,Customer Support,Manager,11.85,40000,40.8,19.7,Hybrid,5.38,4,4.58,63.5,1,14.3,8.06,3.92,7.39,3.68,4.7,8.0,0.5949,0
EMP00676,28,Female,Sales,Manager,3.67,107812,36.1,9.8,Full Remote,6.53,4,3.36,80.7,8,12.0,7.49,4.01,4.9,5.34,5.9,5.2,0.3858,0
EMP00677,26,Male,Operations,Senior Analyst,2.56,63555,51.0,0.9,Hybrid,5.54,8,3.29,88.2,3,3.4,7.14,4.25,4.11,6.83,13.5,4.7,0.4666,0
EMP00678,49,Male,Operations,Analyst,0.11,83464,43.5,8.0,Full Remote,7.32,8,3.37,79.1,8,17.3,5.21,6.33,8.77,7.64,44.2,3.0,0.2518,0
EMP00679,42,Female,Engineering,Junior Dev,1.41,119580,42.5,3.9,Hybrid,7.2,11,4.53,71.7,1,12.7,4.03,5.3,6.65,4.2,44.1,4.4,0.5237,0
EMP00680,45,Female,HR,Manager,2.5,60929,45.9,8.8,Full Remote,6.1,10,2.22,73.6,3,5.0,8.58,5.11,3.33,8.45,27.7,9.5,0.4731,0
